No,Formatted_Name,Name,Pokedex_Entry,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Lvl100_Cost,Category,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total
521,Unfezant,unfezant,Males swing their head plumage to threaten opponents. The females' flying abilities surpass those of the males.,5,1.2,29,Normal,Flying,Big Pecks,Super Luck,Rivalry,Gray,50,50,0,15,Flying,,45,244,1059860,Ordinary,80,115,80,65,55,93,488
522,Blitzle,blitzle,Its mane shines when it discharges electricity. They use their flashing manes to communicate with one another.,5,0.8,29.8,Electric,,Lightning Rod,Motor Drive,Sap Sipper,Black,50,50,0,20,Ground,,190,59,1000000,Ordinary,45,60,32,50,32,76,295
523,Zebstrika,zebstrika,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.",5,1.6,79.5,Electric,,Lightning Rod,Motor Drive,Sap Sipper,Black,50,50,0,20,Ground,,75,174,1000000,Ordinary,75,100,63,80,63,116,497
524,Roggenrola,roggenrola,"Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel.",5,0.4,18,Rock,,Sturdy,Weak Armor,Sand Force,Blue,50,50,0,15,Mineral,,255,56,1059860,Ordinary,55,75,85,25,25,15,280
525,Boldore,boldore,"When it overflows with power, the orange crystal on its body glows. It looks for underground water in caves.",5,0.9,102,Rock,,Sturdy,Weak Armor,Sand Force,Blue,50,50,0,15,Mineral,,120,137,1059860,Ordinary,70,105,105,50,40,20,390
526,Gigalith,gigalith,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.,5,1.7,260,Rock,,Sturdy,Sand Stream,Sand Force,Blue,50,50,0,15,Mineral,,45,258,1059860,Ordinary,85,135,130,60,80,25,515
527,Woobat,woobat,Its habitat is dark forests and caves. It emits ultrasonic waves from its nose to learn about its surroundings.,5,0.4,2.1,Psychic,Flying,Unaware,Klutz,Simple,Blue,50,50,0,15,Ground,Flying,190,65,1000000,Ordinary,65,45,43,55,43,72,323
528,Swoobat,swoobat,"It emits sound waves of various frequencies from its nose, including some powerful enough to destroy rocks.",5,0.9,10.5,Psychic,Flying,Unaware,Klutz,Simple,Blue,50,50,0,15,Ground,Flying,45,149,1000000,Ordinary,67,57,55,77,55,114,425
529,Drilbur,drilbur,It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race.,5,0.3,8.5,Ground,,Sand Rush,Sand Force,Mold Breaker,Gray,50,50,0,20,Ground,,120,66,1000000,Ordinary,60,85,40,30,45,68,328
530,Excadrill,excadrill,It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.,5,0.7,40.4,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,Gray,50,50,0,20,Ground,,60,178,1000000,Ordinary,110,135,60,50,65,88,508
531,Audino,audino,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.",5,1.1,31,Normal,,Healer,Regenerator,Klutz,Pink,50,50,0,20,Fairy,,255,390,800000,Ordinary,103,60,86,60,86,50,445
532,Timburr,timburr,It fights by swinging a piece of lumber around. It is close to evolving when it can handle the lumber without difficulty.,5,0.6,12.5,Fighting,,Guts,Sheer Force,Iron Fist,Gray,75,25,0,20,Human-Like,,180,61,1059860,Ordinary,75,80,55,25,35,35,305
533,Gurdurr,gurdurr,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,5,1.2,40,Fighting,,Guts,Sheer Force,Iron Fist,Gray,75,25,0,20,Human-Like,,90,142,1059860,Ordinary,85,105,85,40,50,40,405
534,Conkeldurr,conkeldurr,"It is thought that Conkeldurr taught humans how to make concrete more than 2,000 years ago.",5,1.4,87,Fighting,,Guts,Sheer Force,Iron Fist,Brown,75,25,0,20,Human-Like,,45,253,1059860,Ordinary,105,140,95,55,65,45,505
535,Tympole,tympole,They warn others of danger by vibrating their cheeks to create a high-pitched sound.,5,0.5,4.5,Water,,Swift Swim,Hydration,Water Absorb,Blue,50,50,0,20,Water1,,255,59,1059860,Ordinary,50,50,40,50,40,64,294
536,Palpitoad,palpitoad,"When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land.",5,0.8,17,Water,Ground,Swift Swim,Hydration,Water Absorb,Blue,50,50,0,20,Water1,,120,134,1059860,Ordinary,75,65,55,65,55,69,384
537,Seismitoad,seismitoad,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.,5,1.5,62,Water,Ground,Swift Swim,Poison Touch,Water Absorb,Blue,50,50,0,20,Water1,,45,255,1059860,Ordinary,105,95,75,85,75,74,509
538,Throh,throh,"When it tightens its belt, it becomes stronger. Wild Throh use vines to weave their own belts.",5,1.3,55.5,Fighting,,Guts,Inner Focus,Mold Breaker,Red,100,0,0,20,Human-Like,,45,163,1000000,Ordinary,120,100,85,30,85,45,465
539,Sawk,sawk,The sound of Sawk punching boulders and trees can be heard all the way from the mountains where they train.,5,1.4,51,Fighting,,Sturdy,Inner Focus,Mold Breaker,Blue,100,0,0,20,Human-Like,,45,163,1000000,Ordinary,75,125,75,30,75,85,465
540,Sewaddle,sewaddle,Leavanny dress it in clothes they made for it when it hatched. It hides its head in its hood while it is sleeping.,5,0.3,2.5,Bug,Grass,Swarm,Chlorophyll,Overcoat,Yellow,50,50,0,15,Bug,,255,62,1059860,Ordinary,45,53,70,40,60,42,310
541,Swadloon,swadloon,Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.,5,0.5,7.3,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,Green,50,50,0,15,Bug,,120,133,1059860,Ordinary,55,63,90,50,80,42,380
542,Leavanny,leavanny,"Upon finding a small Pokémon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk.",5,1.2,20.5,Bug,Grass,Swarm,Chlorophyll,Overcoat,Yellow,50,50,0,15,Bug,,45,225,1059860,Ordinary,75,103,80,70,80,92,500
543,Venipede,venipede,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.",5,0.4,5.3,Bug,Poison,Poison Point,Swarm,Speed Boost,Red,50,50,0,15,Bug,,255,52,1059860,Ordinary,30,45,59,30,39,57,260
544,Whirlipede,whirlipede,"Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies.",5,1.2,58.5,Bug,Poison,Poison Point,Swarm,Speed Boost,Gray,50,50,0,15,Bug,,120,126,1059860,Ordinary,40,55,99,40,79,47,360
545,Scolipede,scolipede,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.",5,2.5,200.5,Bug,Poison,Poison Point,Swarm,Speed Boost,Red,50,50,0,20,Bug,,45,243,1059860,Ordinary,60,100,89,55,69,112,485
546,Cottonee,cottonee,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker.",5,0.3,0.6,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,Green,50,50,0,20,Grass,Fairy,190,56,1000000,Ordinary,40,27,60,37,50,66,280
547,Whimsicott,whimsicott,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind.",5,0.7,6.6,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,Green,50,50,0,20,Grass,Fairy,75,168,1000000,Ordinary,60,67,85,77,75,116,480
548,Petilil,petilil,The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body.,5,0.5,6.6,Grass,,Chlorophyll,Own Tempo,Leaf Guard,Green,0,100,0,20,Grass,,190,56,1000000,Ordinary,45,35,50,70,50,30,280
549,Lilligant,lilligant,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.,5,1.1,16.3,Grass,,Chlorophyll,Own Tempo,Leaf Guard,Green,0,100,0,20,Grass,,75,168,1000000,Ordinary,70,60,75,110,75,90,480
550,Basculin,basculin,"Red and blue Basculin get along so poorly, they'll start fighting instantly. These Pokémon are very hostile.",5,1,18,Water,,Reckless,Adaptability,Mold Breaker,Green,50,50,0,40,Water2,,25,161,1000000,Ordinary,70,92,65,80,55,98,460
551,Sandile,sandile,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.,5,0.7,15.2,Ground,Dark,Intimidate,Moxie,Anger Point,Brown,50,50,0,20,Ground,,180,58,1059860,Ordinary,50,72,35,35,35,65,292
552,Krokorok,krokorok,They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.,5,1,33.4,Ground,Dark,Intimidate,Moxie,Anger Point,Brown,50,50,0,20,Ground,,90,123,1059860,Ordinary,60,82,45,45,45,74,351
553,Krookodile,krookodile,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile.",5,1.5,96.3,Ground,Dark,Intimidate,Moxie,Anger Point,Red,50,50,0,20,Ground,,45,260,1059860,Ordinary,95,117,80,65,70,92,519
554,Darumaka,darumaka,"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep.",5,0.6,37.5,Fire,,Hustle,,Inner Focus,Red,50,50,0,20,Ground,,120,63,1059860,Ordinary,70,90,45,15,45,50,315
555,Darmanitan,darmanitan,"Its internal fire burns at 2,500¬∞ F, making enough power that it can destroy a dump truck with one punch.",5,1.3,92.9,Fire,,Sheer Force,,Zen Mode,Red,50,50,0,20,Ground,,60,168,1059860,Ordinary,105,140,55,30,55,95,480
556,Maractus,maractus,It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.,5,1,28,Grass,,Water Absorb,Chlorophyll,Storm Drain,Green,50,50,0,20,Grass,,255,161,1000000,Ordinary,75,86,67,106,67,60,461
557,Dwebble,dwebble,This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.,5,0.3,14.5,Bug,Rock,Sturdy,Shell Armor,Weak Armor,Red,50,50,0,20,Bug,Mineral,190,65,1000000,Ordinary,50,65,85,35,35,55,325
558,Crustle,crustle,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.",5,1.4,200,Bug,Rock,Sturdy,Shell Armor,Weak Armor,Red,50,50,0,20,Bug,Mineral,75,170,1000000,Ordinary,70,105,125,65,75,45,485
559,Scraggy,scraggy,"Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck.",5,0.6,11.8,Dark,Fighting,Shed Skin,Moxie,Intimidate,Yellow,50,50,0,15,Ground,Dragon,180,70,1000000,Ordinary,50,75,70,35,70,48,348
560,Scrafty,scrafty,Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.,5,1.1,30,Dark,Fighting,Shed Skin,Moxie,Intimidate,Red,50,50,0,15,Ground,Dragon,90,171,1000000,Ordinary,65,90,115,45,115,58,488
561,Sigilyph,sigilyph,"They never vary the route they fly, because their memories of guarding an ancient city remain steadfast.",5,1.4,14,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,Black,50,50,0,20,Flying,,45,172,1000000,Ordinary,72,58,80,103,80,97,490
562,Yamask,yamask,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,5,0.5,1.5,Ghost,,Mummy,,,Black,50,50,0,25,Mineral,Amorphous,190,61,1000000,Ordinary,38,30,85,55,65,30,303
563,Cofagrigus,cofagrigus,It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.,5,1.7,76.5,Ghost,,Mummy,,,Yellow,50,50,0,25,Mineral,Amorphous,90,169,1000000,Ordinary,58,50,145,95,105,30,483
564,Tirtouga,tirtouga,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile.",5,0.7,16.5,Water,Rock,Solid Rock,Sturdy,Swift Swim,Blue,87.5,12.5,0,30,Water1,Water3,45,71,1000000,Ordinary,54,78,103,53,45,22,355
565,Carracosta,carracosta,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.,5,1.2,81,Water,Rock,Solid Rock,Sturdy,Swift Swim,Blue,87.5,12.5,0,30,Water1,Water3,45,173,1000000,Ordinary,74,108,133,83,65,32,495
566,Archen,archen,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",5,0.5,9.5,Rock,Flying,Defeatist,,,Yellow,87.5,12.5,0,30,Flying,Water3,45,71,1000000,Ordinary,55,112,45,74,45,70,401
567,Archeops,archeops,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight.",5,1.4,32,Rock,Flying,Defeatist,,,Yellow,87.5,12.5,0,30,Flying,Water3,45,177,1000000,Ordinary,75,140,65,112,65,110,567
568,Trubbish,trubbish,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,5,0.6,31,Poison,,Stench,Sticky Hold,Aftermath,Green,50,50,0,20,Mineral,,190,66,1000000,Ordinary,50,50,62,40,62,65,329
569,Garbodor,garbodor,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.,5,1.9,107.3,Poison,,Stench,Weak Armor,Aftermath,Green,50,50,0,20,Mineral,,60,166,1000000,Ordinary,80,95,82,60,82,75,474
570,Zorua,zorua,"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child.",5,0.7,12.5,Dark,,Illusion,,,Gray,87.5,12.5,0,25,Ground,,75,66,1059860,Ordinary,40,65,40,80,40,65,330
571,Zoroark,zoroark,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.,5,1.6,81.1,Dark,,Illusion,,,Gray,87.5,12.5,0,20,Ground,,45,179,1059860,Ordinary,60,105,60,120,60,105,510
572,Minccino,minccino,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean.",5,0.4,5.8,Normal,,Cute Charm,Technician,Skill Link,Gray,25,75,0,15,Ground,,255,60,800000,Ordinary,55,50,40,40,40,75,300
573,Cinccino,cinccino,Their white fur is coated in a special oil that makes it easy for them to deflect attacks.,5,0.5,7.5,Normal,,Cute Charm,Technician,Skill Link,Gray,25,75,0,15,Ground,,60,165,800000,Ordinary,75,95,60,65,60,115,470
574,Gothita,gothita,Their ribbonlike feelers increase their psychic power. They are always staring at something.,5,0.4,5.8,Psychic,,Frisk,Competitive,Shadow Tag,Purple,25,75,0,20,Human-Like,,200,58,1059860,Ordinary,45,30,50,55,65,45,290
575,Gothorita,gothorita,They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.,5,0.7,18,Psychic,,Frisk,Competitive,Shadow Tag,Purple,25,75,0,20,Human-Like,,100,137,1059860,Ordinary,60,45,70,75,85,55,390
576,Gothitelle,gothitelle,Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.,5,1.5,44,Psychic,,Frisk,Competitive,Shadow Tag,Purple,25,75,0,20,Human-Like,,50,245,1059860,Ordinary,70,55,95,95,110,65,490
577,Solosis,solosis,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,5,0.3,1,Psychic,,Overcoat,Magic Guard,Regenerator,Green,50,50,0,20,Amorphous,,200,58,1059860,Ordinary,45,30,40,105,50,20,290
578,Duosion,duosion,"Since they have two divided brains, at times they suddenly try to take two different actions at once.",5,0.6,8,Psychic,,Overcoat,Magic Guard,Regenerator,Green,50,50,0,20,Amorphous,,100,130,1059860,Ordinary,65,40,50,125,60,30,370
579,Reuniclus,reuniclus,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.",5,1,20.1,Psychic,,Overcoat,Magic Guard,Regenerator,Green,50,50,0,20,Amorphous,,50,245,1059860,Ordinary,110,65,75,125,85,30,490
580,Ducklett,ducklett,These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss.,5,0.5,5.5,Water,Flying,Keen Eye,Big Pecks,Hydration,Blue,50,50,0,20,Water1,Flying,190,61,1000000,Ordinary,62,44,50,44,50,55,305
581,Swanna,swanna,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,5,1.3,24.2,Water,Flying,Keen Eye,Big Pecks,Hydration,White,50,50,0,20,Water1,Flying,45,166,1000000,Ordinary,75,87,63,87,63,98,473
582,Vanillite,vanillite,The temperature of their breath is -58¬∞ F. They create snow crystals and make snow fall in the areas around them.,5,0.4,5.7,Ice,,Ice Body,Snow Cloak,Weak Armor,White,50,50,0,20,Mineral,,255,61,1250000,Ordinary,36,50,50,65,60,44,305
583,Vanillish,vanillish,"Snowy mountains are this Pokémon's habitat. During an ancient ice age, they moved to southern areas.",5,1.1,41,Ice,,Ice Body,Snow Cloak,Weak Armor,White,50,50,0,20,Mineral,,120,138,1250000,Ordinary,51,65,65,80,75,59,395
584,Vanilluxe,vanilluxe,"Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards.",5,1.3,57.5,Ice,,Ice Body,Snow Warning,Weak Armor,White,50,50,0,20,Mineral,,45,268,1250000,Ordinary,71,95,85,110,95,79,535
585,Deerling,deerling,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass.",5,0.6,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Pink,50,50,0,20,Ground,,190,67,1000000,Ordinary,60,60,50,40,50,75,335
586,Sawsbuck,sawsbuck,They migrate according to the seasons. People can tell the season by looking at Sawsbuck's horns.,5,1.9,92.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Brown,50,50,0,20,Ground,,75,166,1000000,Ordinary,80,100,70,60,70,95,475
587,Emolga,emolga,The energy made in its cheeks' electric pouches is stored inside its membrane and released while it is gliding.,5,0.4,5,Electric,Flying,Static,,Motor Drive,White,50,50,0,20,Ground,,200,150,1000000,Ordinary,55,75,60,75,60,103,428
588,Karrablast,karrablast,These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.,5,0.5,5.9,Bug,,Swarm,Shed Skin,No Guard,Blue,50,50,0,15,Bug,,200,63,1000000,Ordinary,50,75,45,40,45,60,315
589,Escavalier,escavalier,"They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely.",5,1,33,Bug,Steel,Swarm,Shell Armor,Overcoat,Gray,50,50,0,15,Bug,,75,173,1000000,Ordinary,70,135,105,60,105,20,495
590,Foongus,foongus,"It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown.",5,0.2,1,Grass,Poison,Effect Spore,,Regenerator,White,50,50,0,20,Grass,,190,59,1000000,Ordinary,69,55,45,55,55,15,294
591,Amoonguss,amoonguss,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion.",5,0.6,10.5,Grass,Poison,Effect Spore,,Regenerator,White,50,50,0,20,Grass,,75,162,1000000,Ordinary,114,85,70,85,80,30,464
592,Frillish,frillish,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor.",5,1.2,33,Water,Ghost,Water Absorb,Cursed Body,Damp,White,50,50,0,20,Amorphous,,190,67,1000000,Ordinary,55,40,50,65,85,40,335
593,Jellicent,jellicent,"The fate of the ships and crew that wander into Jellicent's habitat: all sunken, all lost, all vanished.",5,2.2,135,Water,Ghost,Water Absorb,Cursed Body,Damp,White,50,50,0,20,Amorphous,,60,168,1000000,Ordinary,100,60,70,85,105,60,480
594,Alomomola,alomomola,The special membrane enveloping Alomomola has the ability to heal wounds.,5,1.2,31.6,Water,,Healer,Hydration,Regenerator,Pink,50,50,0,40,Water1,Water2,75,165,800000,Ordinary,165,75,80,40,45,65,470
595,Joltik,joltik,Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.,5,0.1,0.6,Bug,Electric,Compound Eyes,Unnerve,Swarm,Yellow,50,50,0,20,Bug,,190,64,1000000,Ordinary,50,47,50,57,50,65,319
596,Galvantula,galvantula,"When attacked, they create an electric barrier by spitting out many electrically charged threads.",5,0.8,14.3,Bug,Electric,Compound Eyes,Unnerve,Swarm,Yellow,50,50,0,20,Bug,,75,165,1000000,Ordinary,70,77,60,97,60,108,472
597,Ferroseed,ferroseed,"When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away.",5,0.6,18.8,Grass,Steel,Iron Barbs,,,Gray,50,50,0,20,Grass,Mineral,255,61,1000000,Ordinary,44,50,91,24,86,10,305
598,Ferrothorn,ferrothorn,It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.,5,1,110,Grass,Steel,Iron Barbs,,Anticipation,Gray,50,50,0,20,Grass,Mineral,90,171,1000000,Ordinary,74,94,131,54,116,20,489
599,Klink,klink,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,5,0.3,21,Steel,,Plus,Minus,Clear Body,Gray,0,0,100,20,Mineral,,130,60,1059860,Ordinary,40,55,70,45,60,30,300
600,Klang,klang,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster.",5,0.6,51,Steel,,Plus,Minus,Clear Body,Gray,0,0,100,20,Mineral,,60,154,1059860,Ordinary,60,80,95,70,85,50,440
601,Klinklang,klinklang,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.,5,0.6,81,Steel,,Plus,Minus,Clear Body,Gray,0,0,100,20,Mineral,,30,260,1059860,Ordinary,60,100,115,70,85,90,520
602,Tynamo,tynamo,"While one alone doesn't have much power, a chain of many Tynamo can be as powerful as lightning.",5,0.2,0.3,Electric,,Levitate,,,White,50,50,0,20,Amorphous,,190,55,1250000,Ordinary,35,55,40,45,40,60,275
603,Eelektrik,eelektrik,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.,5,1.2,22,Electric,,Levitate,,,Blue,50,50,0,20,Amorphous,,60,142,1250000,Ordinary,65,85,70,75,70,40,405
604,Eelektross,eelektross,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,5,2.1,80.5,Electric,,Levitate,,,Blue,50,50,0,20,Amorphous,,30,258,1250000,Ordinary,85,115,80,105,80,50,515
605,Elgyem,elgyem,"It uses its strong psychic power to squeeze its opponent's brain, causing unendurable headaches.",5,0.5,9,Psychic,,Telepathy,Synchronize,Analytic,Blue,50,50,0,20,Human-Like,,255,67,1000000,Ordinary,55,55,55,85,55,30,335
606,Beheeyem,beheeyem,"It can manipulate an opponent's memory. Apparently, it communicates by flashing its three different-colored fingers.",5,1,34.5,Psychic,,Telepathy,Synchronize,Analytic,Brown,50,50,0,20,Human-Like,,90,170,1000000,Ordinary,75,75,75,125,95,40,485
607,Litwick,litwick,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.",5,0.3,3.1,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,White,50,50,0,20,Amorphous,,190,55,1059860,Ordinary,50,30,55,65,55,20,275
608,Lampent,lampent,"This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen.",5,0.6,13,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,Black,50,50,0,20,Amorphous,,90,130,1059860,Ordinary,60,40,60,95,60,55,370
609,Chandelure,chandelure,"It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance.",5,1,34.3,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,Black,50,50,0,20,Amorphous,,45,260,1059860,Ordinary,60,55,90,145,90,80,520
610,Axew,axew,They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.,5,0.6,18,Dragon,,Rivalry,Mold Breaker,Unnerve,Green,50,50,0,40,Monster,Dragon,75,64,1250000,Ordinary,46,87,60,30,40,57,320
611,Fraxure,fraxure,"Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they've been fighting.",5,1,36,Dragon,,Rivalry,Mold Breaker,Unnerve,Green,50,50,0,40,Monster,Dragon,60,144,1250000,Ordinary,66,117,70,40,50,67,410
612,Haxorus,haxorus,They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.,5,1.8,105.5,Dragon,,Rivalry,Mold Breaker,Unnerve,Yellow,50,50,0,40,Monster,Dragon,45,270,1250000,Ordinary,76,147,90,60,70,97,540
613,Cubchoo,cubchoo,"When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases.",5,0.5,8.5,Ice,,Snow Cloak,Slush Rush,Rattled,White,50,50,0,20,Ground,,120,61,1000000,Ordinary,55,70,40,60,40,40,305
614,Beartic,beartic,"It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey.",5,2.6,260,Ice,,Snow Cloak,Slush Rush,Swift Swim,White,50,50,0,20,Ground,,60,177,1000000,Ordinary,95,130,80,70,80,50,505
615,Cryogonal,cryogonal,"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice.",5,1.1,148,Ice,,Levitate,,,Blue,0,0,100,25,Mineral,,25,180,1000000,Ordinary,80,50,50,95,135,105,515
616,Shelmet,shelmet,"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid.",5,0.4,7.7,Bug,,Hydration,Shell Armor,Overcoat,Red,50,50,0,15,Bug,,200,61,1000000,Ordinary,50,40,85,40,65,25,305
617,Accelgor,accelgor,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.",5,0.8,25.3,Bug,,Hydration,Sticky Hold,Unburden,Red,50,50,0,15,Bug,,75,173,1000000,Ordinary,80,70,40,100,60,145,495
618,Stunfisk,stunfisk,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity.",5,0.7,11,Ground,Electric,Static,Limber,Sand Veil,Brown,50,50,0,20,Water1,Amorphous,75,165,1000000,Ordinary,109,66,84,81,99,32,471
619,Mienfoo,mienfoo,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.",5,0.9,20,Fighting,,Inner Focus,Regenerator,Reckless,Yellow,50,50,0,25,Ground,Human-Like,180,70,1059860,Ordinary,45,85,50,55,50,65,350
620,Mienshao,mienshao,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.,5,1.4,35.5,Fighting,,Inner Focus,Regenerator,Reckless,Purple,50,50,0,25,Ground,Human-Like,45,179,1059860,Ordinary,65,125,60,95,60,105,510
621,Druddigon,druddigon,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.",5,1.6,139,Dragon,,Rough Skin,Sheer Force,Mold Breaker,Red,50,50,0,30,Dragon,Monster,45,170,1000000,Ordinary,77,120,90,60,90,48,485
622,Golett,golett,"The energy that burns inside it enables it to move, but no one has yet been able to identify this energy.",5,1,92,Ground,Ghost,Iron Fist,Klutz,No Guard,Green,0,0,100,25,Mineral,,190,61,1000000,Ordinary,59,74,50,35,50,35,303
623,Golurk,golurk,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,5,2.8,330,Ground,Ghost,Iron Fist,Klutz,No Guard,Green,0,0,100,25,Mineral,,90,169,1000000,Ordinary,89,124,80,55,80,55,483
624,Pawniard,pawniard,"Blades comprise this Pokémon's entire body. If battling dulls the blades, it sharpens them on stones by the river.",5,0.5,10.2,Dark,Steel,Defiant,Inner Focus,Pressure,Red,50,50,0,20,Human-Like,,120,68,1000000,Ordinary,45,85,70,40,40,60,340
625,Bisharp,bisharp,"It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses.",5,1.6,70,Dark,Steel,Defiant,Inner Focus,Pressure,Red,50,50,0,20,Human-Like,,45,172,1000000,Ordinary,65,125,100,60,70,70,490
626,Bouffalant,bouffalant,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",5,1.6,94.6,Normal,,Reckless,Sap Sipper,Soundproof,Brown,50,50,0,20,Ground,,45,172,1000000,Ordinary,95,110,95,40,95,55,490
627,Rufflet,rufflet,"They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is.",5,0.5,10.5,Normal,Flying,Keen Eye,Sheer Force,Hustle,White,100,0,0,20,Flying,,190,70,1250000,Ordinary,70,83,50,37,50,60,350
